-,-,-
-21.240234, 5.859375, 1005.371094
-12.939453, -21.728516, 1011.718750
-19.775391, -1.220703, 999.023438
-20.263672, 0.976562, 1003.417969
-25.634766, -2.197266, 1000.000000
-23.681641, 0.000000, 997.070312
-23.193359, 0.488281, 995.117188
-25.146484, 3.417969, 1000.976562
-24.658203, -0.244141, 1003.417969
-21.240234, 3.906250, 998.046875
-26.611328, 3.906250, 1004.882812
-23.681641, 1.464844, 1002.441406
-25.146484, -1.220703, 1005.371094
-19.775391, 0.488281, 1011.718750
-25.634766, -1.708984, 1000.976562
-20.263672, -2.197266, 999.023438
-22.216797, 1.953125, 1005.859375
-22.216797, 2.441406, 1001.464844
-25.634766, 1.464844, 995.605469
-24.169922, -11.474609, 1010.253906
-21.728516, -1.708984, 998.046875
-,-,-
-7.080078, 4.882812, 1006.835938
-17.822266, -1.220703, 997.558594
-25.634766, -5.615234, 1003.906250
-19.775391, 4.882812, 999.023438
-23.193359, -1.220703, 1003.417969
-24.169922, -0.244141, 993.164062
-27.587891, -2.197266, 1000.000000
-22.705078, 2.929688, 1005.859375
-24.658203, 0.000000, 1001.464844
-22.216797, 2.929688, 1002.441406
-20.751953, 3.417969, 1000.976562
-25.146484, -1.708984, 1009.765625
-22.705078, -3.662109, 1004.882812
-23.193359, 2.929688, 1002.441406
-21.240234, -1.708984, 993.164062
-22.216797, -3.662109, 1004.882812
-23.681641, -0.244141, 1003.417969
-20.263672, 3.906250, 1000.976562
-21.728516, 2.929688, 1003.417969
-,-,-
-23.681641, -4.638672, 1002.441406
-21.240234, 2.929688, 1008.300781
-15.869141, 1.464844, 1008.300781
-20.751953, 0.488281, 1003.417969
-23.193359, 1.464844, 1003.417969
-27.587891, 2.929688, 1000.976562
-26.611328, -0.244141, 1001.464844
-26.611328, 1.953125, 1001.464844
-24.169922, -4.638672, 1000.976562
-24.169922, -1.220703, 1000.000000
-23.193359, 0.488281, 997.070312
-24.658203, 3.906250, 998.046875
-23.193359, 0.488281, 1000.976562
-27.099609, -4.638672, 1004.882812
-24.169922, 2.441406, 1002.441406
-26.611328, -6.591797, 1003.906250
-20.751953, 3.906250, 1001.464844
-33.935547, 6.835938, 1000.000000
-24.658203, 4.882812, 996.582031
-,-,-
-22.705078, -2.685547, 1002.441406
-24.169922, 6.835938, 997.558594
-23.193359, -0.244141, 1004.882812
-19.775391, 6.835938, 1003.906250
-26.123047, 3.906250, 1006.835938
-21.240234, -3.173828, 999.023438
-26.611328, -0.244141, 993.164062
-24.658203, 0.488281, 1003.417969
-24.169922, -7.568359, 1004.394531
-16.357422, 0.488281, 999.023438
-23.193359, -2.685547, 994.140625
-21.240234, 0.488281, 1003.417969
-26.611328, -4.638672, 999.023438
-17.822266, -1.220703, 999.023438
-16.845703, 0.000000, 997.070312
-17.333984, -0.244141, 1000.000000
-23.193359, 0.976562, 1000.000000
-,-,-
-44.189453, -6.591797, 1000.000000
-23.681641, -6.591797, 988.281250
-21.240234, 1.953125, 1001.464844
-19.287109, -6.591797, 1018.554688
-29.052734, 7.812500, 996.093750
-29.052734, 2.929688, 1001.464844
-20.263672, -2.197266, 1004.882812
-19.287109, -1.220703, 999.023438
-22.216797, -0.244141, 999.023438
-27.587891, 1.953125, 1002.441406
-22.216797, -0.244141, 997.070312
-17.333984, 3.906250, 998.535156
-23.681641, 1.464844, 1000.488281
-21.240234, -2.197266, 1000.000000
-27.587891, -1.708984, 1004.394531
-21.240234, -1.708984, 995.117188
-24.169922, -3.173828, 1004.882812
-,-,-
-33.447266, 23.437500, 1003.417969
-41.748047, 12.207031, 1004.882812
-43.701172, 7.812500, 990.234375
-27.587891, 7.812500, 1000.000000
-36.376953, 4.882812, 993.164062
-35.888672, -4.638672, 997.070312
-36.865234, -4.638672, 1009.765625
-38.330078, 0.976562, 1000.000000
-37.353516, 2.929688, 1003.417969
-28.076172, -1.220703, 1003.417969
-31.494141, 0.488281, 1000.000000
-33.935547, 0.488281, 992.187500
-30.517578, -0.244141, 999.023438
-31.005859, 7.812500, 1009.765625
-31.494141, 0.976562, 994.140625
-33.935547, -1.220703, 996.582031
-10.986328, -4.638672, 1008.789062
